REF_AREA,Geographic area,INDICATOR,Indicator,UNIT_MULTIPLIER,Unit multiplier,UNIT_MEASURE,Unit of measure,TIME_PERIOD,OBS_VALUE,OBS_FOOTNOTE,DATA_SOURCE,OBS_STATUS,Observation Status
MLI,Mali,CCRI_CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,2020,Extremely High,Value: 8.6,"UN Inter-agency Group for Child Mortality Estimation, redistrubuted by World Bank WDI - World Health Organization (WHO), United Nations Children’s Fund (UNICEF), through the Global SDG Indicators Database. - UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME) - UNICEF-WHO Low birthweight estimates (data.unicef.org), redistributed by World Bank WDI. - WHO, UNICEF, UNFPA, World Bank Group, and the United Nations Population Division. Redistributed by the World Bank WDI database - World Health Organization (WHO), through the Global SDG Indicators Database. - World Health Organization Global Health Expenditure database, redistributed by World Bank WDI.",,
MRT,Mauritania,CCRI_CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,2020,Extremely High,Value: 7.8,"UN Inter-agency Group for Child Mortality Estimation, redistrubuted by World Bank WDI - World Health Organization (WHO), United Nations Children’s Fund (UNICEF), through the Global SDG Indicators Database. - UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME) - UNICEF-WHO Low birthweight estimates (data.unicef.org), redistributed by World Bank WDI. - WHO, UNICEF, UNFPA, World Bank Group, and the United Nations Population Division. Redistributed by the World Bank WDI database - World Health Organization (WHO), through the Global SDG Indicators Database. - World Health Organization Global Health Expenditure database, redistributed by World Bank WDI.",,
MAR,Morocco,CCRI_CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,2020,Medium-High,Value: 4.7,"UN Inter-agency Group for Child Mortality Estimation, redistrubuted by World Bank WDI - World Health Organization (WHO), United Nations Children’s Fund (UNICEF), through the Global SDG Indicators Database. - UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME) - UNICEF-WHO Low birthweight estimates (data.unicef.org), redistributed by World Bank WDI. - WHO, UNICEF, UNFPA, World Bank Group, and the United Nations Population Division. Redistributed by the World Bank WDI database - World Health Organization (WHO), through the Global SDG Indicators Database. - World Health Organization Global Health Expenditure database, redistributed by World Bank WDI.",,
MOZ,Mozambique,CCRI_CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,2020,Extremely High,Value: 8.4,"UN Inter-agency Group for Child Mortality Estimation, redistrubuted by World Bank WDI - World Health Organization (WHO), United Nations Children’s Fund (UNICEF), through the Global SDG Indicators Database. - UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME) - UNICEF-WHO Low birthweight estimates (data.unicef.org), redistributed by World Bank WDI. - WHO, UNICEF, UNFPA, World Bank Group, and the United Nations Population Division. Redistributed by the World Bank WDI database - World Health Organization (WHO), through the Global SDG Indicators Database. - World Health Organization Global Health Expenditure database, redistributed by World Bank WDI.",,
NAM,Namibia,CCRI_CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,2020,High,Value: 6.6,"UN Inter-agency Group for Child Mortality Estimation, redistrubuted by World Bank WDI - World Health Organization (WHO), United Nations Children’s Fund (UNICEF), through the Global SDG Indicators Database. - UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME) - UNICEF-WHO Low birthweight estimates (data.unicef.org), redistributed by World Bank WDI. - WHO, UNICEF, UNFPA, World Bank Group, and the United Nations Population Division. Redistributed by the World Bank WDI database - World Health Organization (WHO), through the Global SDG Indicators Database. - World Health Organization Global Health Expenditure database, redistributed by World Bank WDI.",,
NER,Niger,CCRI_CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,2020,Extremely High,Value: 9.1,"UN Inter-agency Group for Child Mortality Estimation, redistrubuted by World Bank WDI - World Health Organization (WHO), United Nations Children’s Fund (UNICEF), through the Global SDG Indicators Database. - UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME) - UNICEF-WHO Low birthweight estimates (data.unicef.org), redistributed by World Bank WDI. - WHO, UNICEF, UNFPA, World Bank Group, and the United Nations Population Division. Redistributed by the World Bank WDI database - World Health Organization (WHO), through the Global SDG Indicators Database. - World Health Organization Global Health Expenditure database, redistributed by World Bank WDI.",,
NGA,Nigeria,CCRI_CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,2020,Extremely High,Value: 9.7,"UN Inter-agency Group for Child Mortality Estimation, redistrubuted by World Bank WDI - World Health Organization (WHO), United Nations Children’s Fund (UNICEF), through the Global SDG Indicators Database. - UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME) - UNICEF-WHO Low birthweight estimates (data.unicef.org), redistributed by World Bank WDI. - WHO, UNICEF, UNFPA, World Bank Group, and the United Nations Population Division. Redistributed by the World Bank WDI database - World Health Organization (WHO), through the Global SDG Indicators Database. - World Health Organization Global Health Expenditure database, redistributed by World Bank WDI.",,
RWA,Rwanda,CCRI_CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,2020,High,Value: 5.6,"UN Inter-agency Group for Child Mortality Estimation, redistrubuted by World Bank WDI - World Health Organization (WHO), United Nations Children’s Fund (UNICEF), through the Global SDG Indicators Database. - UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME) - UNICEF-WHO Low birthweight estimates (data.unicef.org), redistributed by World Bank WDI. - WHO, UNICEF, UNFPA, World Bank Group, and the United Nations Population Division. Redistributed by the World Bank WDI database - World Health Organization (WHO), through the Global SDG Indicators Database. - World Health Organization Global Health Expenditure database, redistributed by World Bank WDI.",,
SEN,Senegal,CCRI_CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,2020,Extremely High,Value: 7.2,"UN Inter-agency Group for Child Mortality Estimation, redistrubuted by World Bank WDI - World Health Organization (WHO), United Nations Children’s Fund (UNICEF), through the Global SDG Indicators Database. - UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME) - UNICEF-WHO Low birthweight estimates (data.unicef.org), redistributed by World Bank WDI. - WHO, UNICEF, UNFPA, World Bank Group, and the United Nations Population Division. Redistributed by the World Bank WDI database - World Health Organization (WHO), through the Global SDG Indicators Database. - World Health Organization Global Health Expenditure database, redistributed by World Bank WDI.",,
SLE,Sierra Leone,CCRI_CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,2020,Extremely High,Value: 8.4,"UN Inter-agency Group for Child Mortality Estimation, redistrubuted by World Bank WDI - World Health Organization (WHO), United Nations Children’s Fund (UNICEF), through the Global SDG Indicators Database. - UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME) - UNICEF-WHO Low birthweight estimates (data.unicef.org), redistributed by World Bank WDI. - WHO, UNICEF, UNFPA, World Bank Group, and the United Nations Population Division. Redistributed by the World Bank WDI database - World Health Organization (WHO), through the Global SDG Indicators Database. - World Health Organization Global Health Expenditure database, redistributed by World Bank WDI.",,
SOM,Somalia,CCRI_CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,2020,Extremely High,Value: 9.3,"UN Inter-agency Group for Child Mortality Estimation, redistrubuted by World Bank WDI - World Health Organization (WHO), United Nations Children’s Fund (UNICEF), through the Global SDG Indicators Database. - UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME) - UNICEF-WHO Low birthweight estimates (data.unicef.org), redistributed by World Bank WDI. - WHO, UNICEF, UNFPA, World Bank Group, and the United Nations Population Division. Redistributed by the World Bank WDI database - World Health Organization (WHO), through the Global SDG Indicators Database. - World Health Organization Global Health Expenditure database, redistributed by World Bank WDI.",,
ZAF,South Africa,CCRI_CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,2020,High,Value: 6.5,"UN Inter-agency Group for Child Mortality Estimation, redistrubuted by World Bank WDI - World Health Organization (WHO), United Nations Children’s Fund (UNICEF), through the Global SDG Indicators Database. - UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME) - UNICEF-WHO Low birthweight estimates (data.unicef.org), redistributed by World Bank WDI. - WHO, UNICEF, UNFPA, World Bank Group, and the United Nations Population Division. Redistributed by the World Bank WDI database - World Health Organization (WHO), through the Global SDG Indicators Database. - World Health Organization Global Health Expenditure database, redistributed by World Bank WDI.",,
SSD,South Sudan,CCRI_CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,2020,Extremely High,Value: 9.4,"UN Inter-agency Group for Child Mortality Estimation, redistrubuted by World Bank WDI - World Health Organization (WHO), United Nations Children’s Fund (UNICEF), through the Global SDG Indicators Database. - UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME) - UNICEF-WHO Low birthweight estimates (data.unicef.org), redistributed by World Bank WDI. - WHO, UNICEF, UNFPA, World Bank Group, and the United Nations Population Division. Redistributed by the World Bank WDI database - World Health Organization (WHO), through the Global SDG Indicators Database. - World Health Organization Global Health Expenditure database, redistributed by World Bank WDI.",,
SDN,Sudan,CCRI_CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,2020,Extremely High,Value: 7.7,"UN Inter-agency Group for Child Mortality Estimation, redistrubuted by World Bank WDI - World Health Organization (WHO), United Nations Children’s Fund (UNICEF), through the Global SDG Indicators Database. - UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME) - UNICEF-WHO Low birthweight estimates (data.unicef.org), redistributed by World Bank WDI. - WHO, UNICEF, UNFPA, World Bank Group, and the United Nations Population Division. Redistributed by the World Bank WDI database - World Health Organization (WHO), through the Global SDG Indicators Database. - World Health Organization Global Health Expenditure database, redistributed by World Bank WDI.",,
TGO,Togo,CCRI_CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,2020,Extremely High,Value: 7.7,"UN Inter-agency Group for Child Mortality Estimation, redistrubuted by World Bank WDI - World Health Organization (WHO), United Nations Children’s Fund (UNICEF), through the Global SDG Indicators Database. - UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME) - UNICEF-WHO Low birthweight estimates (data.unicef.org), redistributed by World Bank WDI. - WHO, UNICEF, UNFPA, World Bank Group, and the United Nations Population Division. Redistributed by the World Bank WDI database - World Health Organization (WHO), through the Global SDG Indicators Database. - World Health Organization Global Health Expenditure database, redistributed by World Bank WDI.",,
TUN,Tunisia,CCRI_CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,2020,Low-Medium,Value: 3.2,"UN Inter-agency Group for Child Mortality Estimation, redistrubuted by World Bank WDI - World Health Organization (WHO), United Nations Children’s Fund (UNICEF), through the Global SDG Indicators Database. - UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME) - UNICEF-WHO Low birthweight estimates (data.unicef.org), redistributed by World Bank WDI. - WHO, UNICEF, UNFPA, World Bank Group, and the United Nations Population Division. Redistributed by the World Bank WDI database - World Health Organization (WHO), through the Global SDG Indicators Database. - World Health Organization Global Health Expenditure database, redistributed by World Bank WDI.",,
UGA,Uganda,CCRI_CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,2020,High,Value: 6.8,"UN Inter-agency Group for Child Mortality Estimation, redistrubuted by World Bank WDI - World Health Organization (WHO), United Nations Children’s Fund (UNICEF), through the Global SDG Indicators Database. - UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME) - UNICEF-WHO Low birthweight estimates (data.unicef.org), redistributed by World Bank WDI. - WHO, UNICEF, UNFPA, World Bank Group, and the United Nations Population Division. Redistributed by the World Bank WDI database - World Health Organization (WHO), through the Global SDG Indicators Database. - World Health Organization Global Health Expenditure database, redistributed by World Bank WDI.",,
TZA,United Republic of Tanzania,CCRI_CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,2020,Extremely High,Value: 7.1,"UN Inter-agency Group for Child Mortality Estimation, redistrubuted by World Bank WDI - World Health Organization (WHO), United Nations Children’s Fund (UNICEF), through the Global SDG Indicators Database. - UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME) - UNICEF-WHO Low birthweight estimates (data.unicef.org), redistributed by World Bank WDI. - WHO, UNICEF, UNFPA, World Bank Group, and the United Nations Population Division. Redistributed by the World Bank WDI database - World Health Organization (WHO), through the Global SDG Indicators Database. - World Health Organization Global Health Expenditure database, redistributed by World Bank WDI.",,
